Date,NDVI,Sensor,Region
29-Mar-22,0.284,sl2,roi
10-Apr-22,0.187,sl2,roi
18-Apr-22,0.29,sl2,roi
18-Apr-22,0.136,sl2,roi
20-Apr-22,-0.004,sl2,roi
28-Apr-22,0.305,sl2,roi
28-Apr-22,0.306,sl2,roi
30-Apr-22,0.19,sl2,roi
15-May-22,-0.055,sl2,roi
15-May-22,-0.063,sl2,roi
15-May-22,0.324,sl2,roi
15-May-22,0.318,sl2,roi
20-May-22,0.261,sl2,roi
20-May-22,0.206,sl2,roi
30-May-22,-0.009,sl2,roi
